name,num,star,sug1,sug2,sug3,tuangou
新都里无二 Shintori,18251916,准五星商户,鳗鱼饭,刺身拼盘,生牛肉,
串魂·酒趣,92839498,准五星商户,腐衣炸豆腐,炭烤厚切牛舌,烤串,
渔喜寿司(都市路店),26975974,五星商户,鹅肝握寿司,牛肉寿喜锅,三文鱼刺身,
鮨膳すしぜん日本料理,92512790,准五星商户,鹅肝寿司,三文鱼刺身,芝士焗蟹宝,
有喜屋深夜食堂(环宇荟店),102126289,准五星商户,厚切酱烤牛舌,鹅肝寿司,南蛮炸鸡块,
辻·和食料理,128061090,五星商户,海鲜饭,海鲜丼,寿喜锅,
平成屋(广西北路店),3511363,准五星商户,色拉虾仁,牛舌,芥末章鱼,
缘·烧肉酒场(打浦桥蒙自路店),4123082,准五星商户,特上牛舌,招牌壶渍牛小排,黄金赤身肉组合,
石亭,92748793,五星商户,翡翠鹅肝寿司,和牛寿喜锅,芒果炸虾卷,
寿司沼津港(虹桥天地店),113900089,准五星商户,鹅肝寿司,三文鱼,三文鱼寿司,
角屋北海道烧肉专门店(七宝店),82691009,准五星商户,招牌牛五花,鲜切羊肉双拼,盐烤薄切牛舌,
竹月亭,80619103,准五星商户,鳗鱼饭,刺身三拼,寿司拼盘,
寿司沼津港(凯德晶萃店),113899973,准五星商户,鹅肝寿司,谷饲牛肉富士山寿喜锅,招牌厚切牛舌,
旬鲜炭火烧肉·夜食·酒厂,69900005,准五星商户,牛肋条,刺身拼盘,松板肉,
千野创意料理,98152977,五星商户,鹅肝寿司,烤青花鱼,鳗鱼炒饭,
一味烧肉专门店(白玉兰广场店),127177582,准五星商户,腌罐肋条肉,上等牛小排,上等横隔膜,
Top House(仓场路店),110283009,准五星商户,雪花牛肉寿喜锅,暖暖天妇罗海鲜卷,三文鱼刺身,
平成屋(688广场店),110639082,准五星商户,牛舌,炸鸡,茄汁虾仁蛋包饭,
鸟屋居酒屋深夜食堂(程家桥支路店),69428802,准五星商户,黄油土豆,烤鸡心,鸡中翅,
一風堂拉面(新天地店),125892854,准五星商户,特制白丸,一风堂秘制炸鸡翼,博多一口饺子,
初代味藏(古北店),8646993,准五星商户,午市套餐,三文鱼刺身,大阪烧定食,
AJIYA别馆(浦东鸿街店),90108145,准五星商户,特等厚切牛舌,日式葱鲜鸡蛋饭,特选牛小排,
本匠·自慢料理,111987126,准五星商户,木盒海胆（小份）,刺身拼盘（10点）,木盒海胆（大份）,
烧肉同话(协信星光广场店),120028699,准五星商户,雪花牛肉,葱盐牛舌,三文鱼茶泡饭,
万火酒场,17821871,准五星商户,鹅肝酱配烤面包,黃油烤飯糰,牛排,
牛乐苑本格炭火烤肉,32666697,五星商户,厚切牛舌,飞鱼籽石锅饭,海鲜煎饼,
锦·日本料理,14191967,准五星商户,刺身拼盘,铁板鹅肝配鲜芦笋,铁板澳洲安格斯肉眼牛排配松茸酱,
前川寿司,2644510,五星商户,胡麻豆腐,金枪鱼,北海道海胆,
川齐燕·新料理(宝山体育馆店),102474931,准五星商户,寿喜锅,三文鱼腩刺身,芝士焗蟹宝,
极上喵の锅(松江万达店),129657052,五星商户,招牌套餐,火锅,暖心福袋,
北山之丘 The Top Teppanyaki,130645757,四星商户,铁板老虎虾,澳洲和牛,鳗鱼鹅肝,
极火酱烧(伊势丹百货店),100100929,四星商户,温泉蛋,极火盛合酱烧,满满肥牛酱烧,
名将法式铁板烧,110367045,五星商户,澳洲M9和牛,铁板烧,牛排,
Mo·Mo牧场(星游城店),14878841,准五星商户,寿喜锅,牛肩肉,牛五花肉,
大龍酒場,130774489,准五星商户,鹅肝寿司,寿喜锅,鸡软骨,
味藏旗舰店(虹桥仙霞路店),501343,准五星商户,大阪烧定食,鸡蛋章鱼小丸子,三文鱼刺身,
和岚味自慢(金山旗舰店),112623341,准五星商户,寿喜锅,招牌蒲烤活鳗,鳗鱼三吃,
恐鸟烧,112594430,准五星商户,烤蟹宝,串烤鸡软骨,串烤五花肉,
赤坂亭·M9和牛放题(松江万达广场店),18245413,准五星商户,黑椒牛舌,三文鱼刺身,焦糖布丁,
馔玉(SOHO复兴广场店),21787046,准五星商户,鹅肝寿司,厚切三文鱼,牛小排饭定食,
纹兵卫手打荞麦面日料(东南华庭店),98051268,五星商户,荞麦面,星鳗天妇罗冷荞麦面配太卷寿司,三文鱼刺身,
将·鳗鱼前辈(南京西路店),96714785,准五星商户,凤梨鳗鱼饭,炭烤活鳗和牛汉堡,鳗鱼蛋卷,
滨寿司(静安大融城店),107366455,准五星商户,鹅肝寿司,寿喜锅,三文鱼刺身,
渔喜寿司(莘朱路店),20946806,准五星商户,鹅肝火灸握寿司,牛肉寿喜锅,三文鱼握寿司,
剑持屋(宝山万达店),122601499,准五星商户,蒲烧鳗鱼饭定食,招牌关东煮,串烤安格斯牛肉,
海之宴海鲜自助(龙华店),111936978,四星商户,刺身拼盘大份,海胆刺身,蟹肉鲍鱼羹,
将太无二(合生汇店),45829550,准五星商户,三文鱼刺身,秋天的童话,无二牛肉火锅,
鮨怀石·藏雪,130732780,五星商户,雪华套餐,天妇罗,上寿司拼盘,
双子（ふたご）大阪烧肉FUTAGO(无限极荟购物广场店),70448843,准五星商户,烧肉拼盘,厚切牛舌,霜降牛肉片,
吾山大久·居酒屋(16铺谷蕃街店),127938476,准五星商户,鹅肝寿司,三文鱼刺身,难忘松板肉,
红花铁板烧,9033708,五星商户,牛肉,焗猛龙虾,香煎鹅肝,
小大志黑毛牛串居酒屋(中山公园店),99254191,准五星商户,特上牛舌,手工杏仁豆腐,特制火山烤肉块,
king大志烤肉黑毛牛专门店(中山公园店),114517152,准五星商户,特上脑肉,厚切牛舌,特上眼肉,
君之味居酒屋,129946344,准五星商户,三文鱼刺身,铁板松阪肉,牛肉泡菜锅,
烧烤者联盟日式炭烤,130157230,准五星商户,厚切牛舌,特选澳洲牛小排,松阪肉,
鸣神烧肉·寿喜锅,130516527,准五星商户,瓦罐牛肋条,肥牛寿喜锅,厚切牛舌,
虎丸烧肉(近铁广场店),100767384,准五星商户,牛舌,虎丸上等横膈膜,虎丸拼盘,
そば道·荞麦道日本料理,23516504,准五星商户,特制荞麦粒豆腐,黑咖喱荞麦面,鸭肉汤蘸汁荞麦面,
熹之味,6298545,准五星商户,厚切烤牛舌,三文鱼,双人寿喜锅,
林妈妈刺身寿司串烧(宝山万达店),23111380,准五星商户,三文鱼刺身,焗蟹宝,火炙寿司,
小铁君串烧居酒屋(银欣店),111599876,五星商户,鹌鹑溏心蛋,特上牛小排串,鸡汁萝卜,
大贺屋•高级烧肉日料放题,112249167,四星商户,刺身拼盘5拼,海胆,鳌虾,
霞料亭,18055721,准五星商户,鳗鱼饭定食,三文鱼肚腩,料理长特选刺身拼盘,
澤金拉面,76661478,准五星商户,招牌日式拉面,蒸蛋,土豆泥,
多番炭烤串烧居酒屋,114538159,准五星商户,牛舌,三文鱼三拼,寿喜锅,
日葵·大阪烧ひまり(浦东店),129235051,准五星商户,烤香葱蛋黄酱大阪烧,芝士鸡蛋卷,章鱼小丸子,
清水日本料理(仙乐斯广场店),13879098,准五星商户,甜虾,火炙三文鱼寿司,超大北极贝,
kuroba黑羽居酒屋(复兴SOHO店),93525862,准五星商户,寿喜锅,刺身拼盘,脆骨,
海之宴海鲜自助(久金广场店),66656003,准五星商户,刺身拼盘,活海胆,鳌虾,
秀寿司(七宝店),4732918,五星商户,芒果卷,炙三文鱼握寿司,京都鱼生饭,
とりくら鸟藏河豚料理(番禺路店),3006955,准五星商户,河豚鱼,河豚鱼纸火锅,水晶河豚薄片刺身,
小笠原家の私厨料理,5322099,准五星商户,鹅肝握寿司,焦糖三文鱼卷,刺身拼盘,
速喜太SushiTime日料食堂(君欣店),98849220,准五星商户,牛肉寿喜锅,炙烤鹅肝握,三文鱼刺身,
布袋日本料理(亿博店),112608491,准五星商户,澳洲肥牛寿喜锅,鹅肝牛油果卷,鹅肝寿司卷,
Hatsune 隐泉日式料理(迪士尼小镇店),59273375,准五星商户,蝴蝶卷,火警虾,刺身拼盘,
伊秀寿司(百盛优客天山店),6152684,准五星商户,鹅肝寿司,三文鱼寿司,三文鱼刺身,
竹若金枪鱼(香港广场店),98547386,准五星商户,刺身拼盘,芝士焗蟹宝,三文鱼,
MIYABI · 雅日本餐厅深夜厨房,126969240,准五星商户,刺身拼盘,火焰生蚝,牛排,
AJIYA炭火烧肉(幸福湾店),121887030,准五星商户,特选眼肉,特等厚切牛舌,特选牛小排,
鮨士道寿司(龙之梦购物中心虹口店),5533668,准五星商户,三文鱼,芥末章鱼,关东煮,
日和寿喜锅(金虹桥店),3294169,准五星商户,A5牛肉,寿喜烧,海胆,
猫府烧肉(南桥店),91606726,准五星商户,洋葱牛肉粒,神户火山牛肉片,玫瑰牛舌,
极火酱烧(长泰广场店),122855836,准五星商户,日式烧鸟丼饭,满满肥牛丼饭,极火盛合丼饭,
エビス参.戎参,3496786,准五星商户,煮牛筋,香炸鸡翅,五花肉酱油火锅,
琥家拉面(上海太古汇店),123751800,准五星商户,博多原味豚骨拉面,兰皇溏心蛋,博多赤豚骨拉面,
大志大阪烧肉(king大志古北店),110225977,准五星商户,特上脑肉,杏仁豆腐,特上腹肉,
寿司沼津港(无限极荟店),113899884,准五星商户,鹅肝寿司,厚切三文鱼腩刺身,招牌厚切牛舌,
拓食の馔(保利时光里店),93835979,准五星商户,综合刺身拼盘（梅）,和牛肉寿喜烧,烤牛舌,
哒优乃,93485728,准五星商户,牛肉寿喜锅风味茶泡饭,青花鱼套餐,溏心蛋,
林妈妈刺身寿司(共和新路店),22072153,准五星商户,火炙握寿司拼盘,三文鱼腩刺身,火焰三文鱼,
arashi岚匠·和牛日式烧肉,95116741,五星商户,和牛烤肉拼盘,五秒和牛西冷肉,和牛寿喜烧,
鳗鳗的爱(长风大悦城店),102141801,准五星商户,鳗先生的饭（精品鳗鱼饭）套餐,鳗小姐的饭,芝士烤鸡,
牛炎烧肉酒场夜食(静安店),78974517,准五星商户,厚切牛舌,牛小排,烤肉拼盘,
無廂日式烧肉(虹桥店),95522209,准五星商户,厚切牛舌,無厢牛小排,無厢隔膜肉,
鹤冈亭·炉端烧,4533758,准五星商户,牛肉寿喜锅,烤鳗鱼,赤身拼盘,
虎丸烧肉(新大陆广场店),43606310,准五星商户,上等牛小排,上等横隔膜,厚切特级牛舌,
阿福神ビリケン·日式烧肉,124761816,四星商户,烤肉酱牛小排,葱盐牛舌,壶渍牛肋条,
炭野烧肉酒场(万达广场店),110248429,五星商户,酱烧牛肋条,盐味松板猪,蒜香奶油鸡腿肉,
親不知日本料理,102105202,准五星商户,刺身拼盘五种,樱桃鹅肝,和牛寿喜锅,
APE Grill小猴烧肉丼,121520117,准五星商户,至尊全家福丼,小猴脆脆炸鸡块,鸡腿肉肥牛双拼丼,
柚子(南汇店),18477209,准五星商户,刺身拼盘,芝士烤大虾,雪蟹天妇罗,
银子日本料理铁板烧(人民广场店),13893348,四星商户,甜虾,厚切牛舌,海胆,
Moosan木桑水产(美罗城店),43597201,准五星商户,经典三文鱼波奇,双拼刺身,芥末章鱼,
嘻咩 〆 XIME,93975776,准五星商户,蛋包饭,菠菜酵母温泉蛋色拉,章鱼鸡蛋卷,
AORI神隐拉面(环球港店),112508831,四星商户,招牌AORI拉面,唐扬鸡块,手作煎饺,
荷裕猫叔·精致日料(金桥国际店),125765814,准五星商户,寿喜小锅,肥牛,蟹柳,
井上家(大兴街店),22396879,准五星商户,鳗鱼饭,大板烧,三文鱼,
とりくら鸟藏食堂河豚料理(静安寺店),79560436,准五星商户,河豚火锅,河豚鱼刺身,柠檬醋浸鱼皮丝,
KIKUCHI菊池烧肉,121457323,准五星商户,和牛上脑,和牛腹心肉,美味牛肋条,
小东樱烧肉,93633120,准五星商户,上等牛小排,调味牛舌,上等盐味牛舌,
龍一烧肉酒场,130966622,四星商户,奢华和牛三种拼盘,十五阶梯拼盘,鹅肝寿司,
寿司沼津港(新世界大丸百货店),22658108,准五星商户,鹅肝寿司,厚切三文鱼刺身（中份）,谷饲牛肉富士山寿喜锅,
朧 おぼろ OBORO,5655951,准五星商户,牛油果蔬菜沙拉,鲷鱼刺身,烤银鳕鱼,
鮨匠Artisan(漫游城店),112030786,准五星商户,三文鱼,鹅肝寿司,法式鹅肝,
晓千寻,125126616,准五星商户,极品牛小排,厚切牛舌,自家秘制蒜香烤肉酱,
藤幸烧肉(愚园路店),19663098,准五星商户,厚切牛舌,招牌上等三筋肉,名古屋鸡翅,
武藏野(环球港店),93300682,四星商户,武藏野油面,日式煎饺,炸猪排,
烧肉道场(瑞虹天地月亮湾店),73395958,准五星商户,m12和牛,M9牛肩小排,明太子牛肉泡饭,
民山居酒屋(新会路店),126627892,准五星商户,烤牛舌,鹅肝寿司,炸鸡软骨,
鸟炭居酒屋(崂山路店),110411170,准五星商户,芥末章鱼,串烧拼盘,铁板牛肉,
烧肉的炎太(艾尚天地店),97143045,准五星商户,炎太特选牛小排,京葱牛舌,香葱牛五花,
大焰日本料理,53302738,四星商户,甜虾,三文鱼,海胆,
极火酱烧(长宁来福士店),98954251,四星商户,极火盛合酱烧,满满肥牛酱烧,温泉蛋,
吉久田牛肉寿喜烧专门店(锦秋新天地店),80321282,准五星商户,三文鱼散寿司饭,寿喜锅,三文鱼鹅肝牛油果盖饭,
林妈妈刺身寿司串烧(静安大融城店),108224111,准五星商户,三文鱼鱼腩刺身,火炙握寿司拼盘,香煎鹅肝,
三人の深夜食堂(曹路店),102291941,准五星商户,牛舌串烧,三文鱼刺身,炸鸡块,
伊藤新苑日本料理·烧肉(人民广场店),68170963,四星商户,自牡丹虾刺身,上等牛舌,单烤鳕鱼,
NIKU29 日式炭火烧肉,32636343,准五星商户,牛肉拼盘,牛小排,海鲜饼,
旬鲜炭火烧肉·夜食·酒厂,120099340,准五星商户,烤活鳗,铁板牛舌,刺身拼盘,
九州场(凯德星贸店),128565274,准五星商户,牛舌,虾仁蛋包饭,特色炸鸡块,
锦至日本料理(吴泾宝龙店),91961694,准五星商户,刺身拼盘,鹅肝寿司,一品牛肉,
赤坂舞马雅(静安寺店),5567936,准五星商户,杏仁豆腐,三文鱼刺身,南蛮鸡,
廣屋(金虹桥店),97243832,准五星商户,鹅肝寿司,京都豆乳火锅,温泉蛋凯撒色拉,
稻忠,66226373,五星商户,鹅肝加面包,西冷牛排,白菜沙拉,
缘·烧肉酒场(丹巴路苏宁天御店),67622595,五星商户,壶渍牛小排肉,极上牛舌,5A梦幻坛子肉,
三町目居酒屋(人民广场店),114808720,准五星商户,日式寿喜锅,烤牛舌,串烤京葱鸡肉,
多伦多海鲜自助餐厅(莘庄龙之梦购物中心店),24070957,四星商户,哈根达斯冰激凌,包片皮鸭,烤生蚝,
井上家,90369868,准五星商户,鳗鱼饭,三文鱼,大块煮牛舌,
源季日本料理,79415821,四星商户,刺身拼盘,三文鱼北极贝刺身,鹅肝寿司,
喀布狸·日本料理,108766420,五星商户,三文鱼牛油果卷,牛肉寿喜锅,鹅肝,
赤坂亭·M9和牛放题(九亭店),9859279,四星商户,黑毛厚切牛舌,菲力牛排,焦糖布丁,
烧肉壹奖(新虹桥商厦店),90411579,准五星商户,烤肉拼盘,牛小排,特上厚切牛舌,
角屋北海道烧肉专门店(月星环球港店),103639417,四星商户,招牌北海道成吉思汗羊排,盐烤薄切牛舌,招牌牛五花,
角屋北海道烧肉专门店(日月光店),97421721,四星商户,招牌牛五花,北海道成吉思汗羊排双拼,盐烤薄切牛舌,
鲑觅日本料理Shake Kakei(日月光中心广场店),68176897,准五星商户,铁板厚煎牛舌,鲑觅卷,三文鱼刺身,
银子日本料理铁板烧海鲜自助餐(龙柏店),4733116,四星商户,三文鱼,烤虾,烤味曾鳕鱼单点,
乾杯烧肉居酒屋(港汇店),127809416,四星商户,乾杯招牌烧肉组合,盐葱牛舌,澳洲和牛上等牛五花,
真田食堂(长宁店),96150070,准五星商户,土豆饼,北海道炸鸡,出汁蛋卷,
伊藤新苑日本料理·烧肉(古北店),500836,准五星商户,精品牛舌,烤带骨牛小排,甜虾,
花栖日本料理,98259188,准五星商户,蟹斗,三文鱼刺身,芝士焗烤蟹宝,
千艾寿司·居酒屋(南京东路店),6600317,准五星商户,鹅肝握寿司,黄金搭档,三文鱼刺身,
名代宇奈备长炭烧鳗鱼居酒屋,130307928,四星商户,双层鳗鱼重,鳗鱼饭,温泉蛋,
德兵衛精致料理(文峰广场店),131666142,准五星商户,日式牛肉火锅,厚切牛舌,鹅肝寿司,
鮨隐·笑鱼,5422403,准五星商户,会席鳗鱼饭,刺身,金枪鱼大脂,
月岛屋大阪烧(汇腾广场店),98064161,准五星商户,月岛特制大阪烧,芝士年糕文字烧,日式炒面,
哥哥の深夜食堂(东海岸店),90911754,准五星商户,鹅肝寿司,烤牛舌,牛肉,
笑纳日本料理(嘉定大融城店),76669415,准五星商户,三文鱼刺身,招牌厚切牛舌,澳洲牛肉寿喜锅,
角屋北海道烧肉专门店(百联中环店),97874214,准五星商户,招牌牛五花,北海道成吉思汗羊排双拼,盐烤薄切牛舌,
栗原家の日本料理串焼専門店,101518559,准五星商户,烤法式鹅肝,牛肉寿喜锅一人份,招牌鹅肝寿司,
鸟心(中山公园龙之梦店),122063283,四星商户,炸鸡翅,牛肉寿喜锅,碳烤牛舌,
彩真活鱼寿司生蚝(静安店),19617162,准五星商户,人气鹅肝萝卜,筑地活平目鱼刺身,甜虾,
火の用心炭烧居酒屋,63991019,四星商户,烤牛舌,牛油果卷,烧鸟拼盘,
和 日式料理,67278613,准五星商户,刺身拼盘,铁板澳洲和牛M6牛里脊,鹅肝,
鲜道铁板烧(百联南桥购物中心店),22689514,五星商户,那不勒斯盐烤大虾,雪花牛小排,柠汁鳕鱼,
令和日本料理,131319679,准五星商户,刺身拼盘,超新鲜鳌虾,铁板香煎鹅肝,
小铁君串烧居酒屋(田尚坊店),97547435,准五星商户,鹌鹑溏心蛋,特上牛小排串,薄切牛舌串,
静冈勝政日式猪排(金光绿庭旗舰店),20881138,准五星商户,黑豚TORO里脊,燕麦饭配山药泥,黑豚厚切里脊猪排,
海山铁板烧,76661542,准五星商户,特选黑毛牛肉粒,鱼子芥末大虾,铁板烧,
滢一日本料理,129437589,准五星商户,特选澳洲牛肉雪花寿喜锅,刺身,烤物,
柚子(七宝大华虹桥假日店),93453358,准五星商户,刺身拼盘,海胆,雪蟹脚,
牛吞炭火烧肉,72356272,准五星商户,厚切牛舌,牛小排,海鲜饼,
鮨士道(美罗城店),6384113,准五星商户,三文鱼,甜虾寿司,鳗鱼寿司,
叮丼(浦东嘉里城店),111518561,准五星商户,牛肉鳕鱼丼套餐,火山肥牛丼,冰激凌,
串兵卫居酒屋(金桥国际店),129825831,准五星商户,烤串拼盘,刺身三拼,日式鸡蛋卷,
鱼馔(1933老场房店),114875110,四星商户,黑胡椒铁板牛眼肉,烤串拼盘,寿喜锅,
滨寿司(南翔店),131727530,准五星商户,火炙芝士三文鱼寿司,鹅肝,三文鱼刺身,
和花园W garden精致料理(虹梅路店),21936514,准五星商户,刺身,鳌虾,海胆,
小铁君串烧居酒屋(物华路店),91854492,准五星商户,特上牛小排串,薄切牛舌,鹌鹑溏心蛋,
旨料亭精致料理(月星环球港店),129205589,四星商户,红酒鹅肝,刺身三拼,海胆,
寿司沼津港(大学路店),97496216,准五星商户,鹅肝寿司,厚切三文鱼腩刺身,谷饲牛肉富士山寿喜锅,
伊秀寿司(百联西郊购物中心店),5318563,准五星商户,鹅肝寿司,三文鱼寿司,三文鱼刺身,
鲜丼.日式馄饨(长寿路店),93359585,准五星商户,精致寿喜锅团购,滑香潮鯛餛飩,火炙三文魚丼飯,
空蝉怀石料理(益丰•外滩源店),8736993,四星商户,海胆啫喱,抹茶金枪鱼,日式烧汁焗生蚝,
廣屋(武夷路店),21606663,准五星商户,京都豆乳火锅,三文鱼刺身,杏仁豆腐,
寿司沼津港(凯德星贸店),93825977,准五星商户,鹅肝寿司,厚切三文鱼腩刺身,谷饲牛肉富士山寿喜锅,
伊秀寿司(七宝万科广场店),69926863,准五星商户,鹅肝寿司,三文鱼刺身,刺身拼盘,
九久超极烧肉(淮海路店),131420246,准五星商户,和牛烧肉拼盘四种,厚切三文鱼,寿喜锅,
Poke Lab(东昌路店),98717320,准五星商户,男朋友poke,高等三文鱼Salmon,海洋之美poke bowl,
山久,93071374,准五星商户,三文鱼腩,鹅肝海鲜盖饭,红酒鹅肝,
客福樂屋(金虹桥国际中心店),76874406,准五星商户,烤串,招牌豚骨拉面,名古屋炸鸡翅,
银座苑烧肉酒场,79626551,四星商户,烤鳗鱼,五花肉,石锅拌饭,
竹若金枪鱼(中信泰富广场店),32333464,准五星商户,刺身拼盘,三文鱼,特大甜虾,
吉楽丸烧肉·深夜酒馆,122497249,准五星商户,极上厚切牛舌,生拌牛肉,特级西冷A5,
香家日本料理KAORIYA,96321848,五星商户,寿喜锅,奶油芝士蟹宝,盐烤牛舌,
小句号日本料理(嘉定中信万达店),113138676,准五星商户,超好吃的双拼鳗鱼饭,鹅肝寿司,法罗三文鱼刺身,
乐座炉端烧肉居酒屋,101901814,准五星商户,招牌墨鱼肠,九宫格拼盘,樱花味荔枝气泡水,
伊秀寿司(吴江路店),4272562,准五星商户,鹅肝寿司,牛油果土豆沙拉,三文鱼寿司,
海钓居酒屋,97892104,准五星商户,刺身,鰤鱼煎饺,芥末章鱼,
月神烧肉,130129000,准五星商户,步步高升全牛盛宴,厚切牛タン,厚切三文鱼刺身,
牛炎烧肉酒场夜食(新会路店),112158086,四星商户,厚切牛舌,和牛小排,三文鱼刺身,
新樱日本料理,4515041,准五星商户,综合刺身拼盘（活海胆季）,盐烤鲑鱼头定食,烤虾,
叁文字烧(金虹桥国际中心店),81263308,准五星商户,特色综合文字烧,厚切牛舌,烤黄油年糕,
滨寿司(旭辉商业广场店),67630964,准五星商户,鹅肝寿司,寿喜锅,三文鱼刺身,
家康居酒屋,14725550,准五星商户,辣味噌蘸面,味噌つけ麺,肝酱面包,
鸟炭居酒屋(陆家嘴店),90454407,准五星商户,铁板小牛肉,三文鱼刺身,刺身拼盘,
串龍日式串燒居酒屋,98803509,准五星商户,柚子醋鸡皮,黄油蛤蜊,鸡肝,
A SUSHI 欧风寿司(芮欧百货店),95977590,准五星商户,A SUSHI的头牌,招牌鳗鱼饭,招牌鳗鱼牛油果厚卷,
有喜屋深夜食堂(延安西路店),8062836,准五星商户,厚切酱烤牛舌,菠菜培根沙拉,南蛮炸鸡块,
兎に角TONIKAKU(星空店),93658178,准五星商户,海胆鱼籽Dong,大竹荚鱼寿司,雪蟹蒸蛋,
明仁屋日料,132455276,四星商户,相扑火锅,鳗鱼饭套餐,炸鸡块,
烧肉火伴NAKAMA,125022223,准五星商户,炭烤厚切牛舌,鹅肝牛舌鱼籽拌饭,草饲安格斯和牛A10,
牛尖角创意烧肉(我格广场店),18421600,准五星商户,精品牛舌,牛尖角拼盘,秘制罐腌牛小排,
MOLI烧肉(保利时光店),96737681,四星商户,特选牛小排,特选后切牛舌,烤肉拼盤,
九井泽精致料理(金茂店),93205227,四星商户,海胆刺身,牡丹虾,厚切牛舌,
三人の深夜食堂(杨浦店),125173060,四星商户,寿喜锅,三文鱼刺身,焗蟹宝,
椿町日本料理居酒屋,108148735,准五星商户,秘制烤牛舌,蟹宝,寿喜锅,
座頭市居酒屋(96广场店),58825631,准五星商户,串烤牛舌,炸鸡块,烤金枪鱼下巴,
烧肉的炎太(顾村公园店),99179734,准五星商户,精选和牛牛小排,厚切牛舌,猪五花肉,
心一筋燒肉·丼饭,21008930,准五星商户,厚切牛舌,梦幻和牛牛小排,鸭肝小排,
Top House(七宝宝龙旗舰店),131554146,四星商户,牛肉寿喜锅,厚切三文鱼,暖暖天妇罗海鲜卷,
八界日本料理(世纪公园店),99779641,四星商户,牡丹虾刺身,浓汤花胶海参,刺身拼盘,
